Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000137504	CREBZF	Approved	Mitochondria;Nucleoplasm					Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000137507	LRRC32	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000137509	PRCP	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000137513	NARS2	Approved	Mitochondria;Nucleoplasm	Cytosol			Mitochondria		Cytosol;Nucleoplasm	Mitochondria;Nucleoplasm			Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000137522	RNF121	Approved	Golgi apparatus	Nucleoplasm;Vesicles				Golgi apparatus;Nucleoplasm;Vesicles					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137547	MRPL15	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000137558	PI15	Approved	Vesicles	Cytosol	Predicted to be secreted			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000137571	SLCO5A1	Supported	Plasma membrane	Vesicles			Plasma membrane	Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000137574	TGS1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000137575	SDCBP	Supported	Cytosol;Nucleoplasm	Nuclear membrane			Cytosol;Nuclear membrane;Nucleoplasm						Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000137601	NEK1	Supported	Cytosol	Centriolar satellite;Nucleoplasm			Cytosol;Nucleoplasm	Centriolar satellite					Centriolar satellite (GO:0034451);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137628	DDX60	Supported	Cytosol	Intermediate filaments			Cytosol	Intermediate filaments			Cytosol;Intermediate filaments		Cytosol (GO:0005829);Intermediate filaments (GO:0045111)
ENSG00000137656	BUD13	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000137673	MMP7	Approved	Nucleoplasm;Vesicles		Predicted to be secreted			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137691	CFAP300	Approved	Centrosome					Centrosome					Centrosome (GO:0005813)
ENSG00000137692	DCUN1D5	Approved	Nucleoli	Nucleoplasm				Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137693	YAP1	Supported	Nucleoplasm	Cell Junctions;Nucleoli			Nucleoli;Nucleoplasm		Cell Junctions				Cell Junctions (GO:0030054);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137699	TRIM29	Approved	Intermediate filaments	Cytosol;Nucleoplasm			Cytosol	Intermediate filaments	Nucleoplasm				Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
ENSG00000137700	SLC37A4	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000137707	BTG4	Approved	Endoplasmic reticulum;Golgi apparatus					Endoplasmic reticulum;Golgi apparatus					Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794)
ENSG00000137709	POU2F3	Approved	Nucleoplasm	Cytosol;Nuclear bodies;Nucleoli;Plasma membrane		Nucleoplasm		Cytosol;Nuclear bodies;Nucleoli;Plasma membrane		Nuclear bodies;Nucleoli			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137710	RDX	Supported	Plasma membrane	Nucleoplasm			Plasma membrane		Nucleoplasm	Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137713	PPP2R1B	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000137714	FDX1	Enhanced	Mitochondria			Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000137720	C11orf1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000137726	FXYD6	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137727	ARHGAP20	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000137731	FXYD2	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000137752	CASP1	Supported	Cytosol	Nucleoplasm			Cytosol		Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137760	ALKBH8	Supported	Nuclear bodies	Nucleoplasm			Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137764	MAP2K5	Approved	Microtubules;Nucleoli					Microtubules;Nucleoli					Microtubules (GO:0015630);Nucleoli (GO:0005730)
ENSG00000137767	SQOR	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000137770	CTDSPL2	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000137776	SLTM	Enhanced	Nuclear bodies;Nucleoplasm			Nuclear bodies;Nucleoplasm							Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137801	THBS1	Approved	Plasma membrane		Predicted to be secreted			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000137802	MAPKBP1	Supported	Nucleoli;Nucleoli rim	Nucleoplasm			Nucleoli;Nucleoli rim;Nucleoplasm				Nucleoli;Nucleoli rim;Nucleoplasm		Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137804	NUSAP1	Approved	Nucleoli;Nucleoli fibrillar center;Nucleoplasm					Nucleoli;Nucleoli fibrillar center;Nucleoplasm		Nucleoli;Nucleoli fibrillar center;Nucleoplasm			Nucleoli (GO:0005730);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000137806	NDUFAF1	Approved	Cytosol;Mitochondria				Mitochondria		Cytosol				Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000137807	KIF23	Enhanced	Nucleoplasm	Midbody ring;Mitotic spindle		Nucleoplasm	Midbody ring;Mitotic spindle			Midbody ring;Mitotic spindle;Nucleoplasm		Midbody ring (biological definition);Mitotic spindle (biological definition)	Midbody ring (GO:0090543);Mitotic spindle (GO:0072686);Nucleoplasm (GO:0005654)
ENSG00000137812	KNL1	Enhanced	Nucleoplasm	Nuclear bodies		Nuclear bodies;Nucleoplasm				Nuclear bodies;Nucleoplasm			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137814	HAUS2	Approved	Cytosol;Nucleoplasm	Centrosome				Centrosome;Cytosol;Nucleoplasm					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137815	RTF1	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137817	PARP6	Approved	Plasma membrane					Plasma membrane		Plasma membrane			Plasma membrane (GO:0005886)
ENSG00000137818	RPLP1	Supported	Cytosol;Endoplasmic reticulum				Cytosol;Endoplasmic reticulum						Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000137819	PAQR5	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000137822	TUBGCP4	Supported	Centrosome				Centrosome						Centrosome (GO:0005813)
ENSG00000137824	RMDN3	Enhanced	Mitochondria	Cytokinetic bridge		Cytokinetic bridge;Mitochondria				Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Mitochondria (GO:0005739)
ENSG00000137825	ITPKA	Approved	Vesicles	Plasma membrane				Plasma membrane;Vesicles		Vesicles			Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000137831	UACA	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137834	SMAD6	Supported	Nucleoplasm	Golgi apparatus;Nuclear bodies			Nuclear bodies;Nucleoplasm		Golgi apparatus				Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137841	PLCB2	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000137842	TMEM62	Approved	Cytoplasmic bodies;Nuclear bodies;Nucleoli fibrillar center;Nucleoplasm					Cytoplasmic bodies;Nuclear bodies;Nucleoli fibrillar center;Nucleoplasm					Cytoplasmic bodies (GO:0036464);Nuclear bodies (GO:0016604);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000137843	PAK6	Approved	Nucleoli fibrillar center;Nucleoplasm	Cell Junctions			Nucleoplasm	Nucleoli fibrillar center	Cell Junctions				Cell Junctions (GO:0030054);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000137845	ADAM10	Supported	Plasma membrane;Vesicles				Plasma membrane;Vesicles						Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000137860	SLC28A2	Approved	Nuclear membrane	Cytosol;Nucleoplasm				Cytosol;Nuclear membrane;Nucleoplasm					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000137869	CYP19A1	Uncertain	Mitochondria						Mitochondria	Mitochondria			Mitochondria (GO:0005739)
ENSG00000137871	ZNF280D	Approved	Cytosol;Nucleoplasm	Centrosome;Golgi apparatus				Centrosome;Cytosol;Golgi apparatus;Nucleoplasm					Centrosome (GO:0005813);Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000137872	SEMA6D	Approved	Plasma membrane	Golgi apparatus				Plasma membrane	Golgi apparatus				Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000137876	RSL24D1	Enhanced	Nucleoli;Nucleoli rim;Nucleoplasm			Nucleoli;Nucleoli rim;Nucleoplasm							Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137878	GCOM1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000137880	GCHFR	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000137936	BCAR3	Approved	Cytosol;Plasma membrane	Centrosome				Centrosome;Cytosol;Plasma membrane					Centrosome (GO:0005813);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000137942	FNBP1L	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000137944	KYAT3	Approved	Cytosol	Cytokinetic bridge;Nucleoli				Cytokinetic bridge;Cytosol;Nucleoli		Cytokinetic bridge;Cytosol;Nucleoli		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000137947	GTF2B	Supported	Nuclear bodies;Nucleoplasm				Nuclear bodies;Nucleoplasm			Nucleoplasm			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137955	RABGGTB	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000137959	IFI44L	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000137960	GIPC2	Approved	Nucleoplasm	Cytosol			Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137962	ARHGAP29	Approved	Centrosome;Nucleoplasm	Cytosol;Plasma membrane				Centrosome;Cytosol;Nucleoplasm;Plasma membrane		Plasma membrane			Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137965	IFI44	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000137968	SLC44A5	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000137975	CLCA2	Supported	Cell Junctions;Plasma membrane	Nucleoplasm			Cell Junctions;Plasma membrane	Nucleoplasm					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137992	DBT	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000137996	RTCA	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000138028	CGREF1	Approved	Golgi apparatus		Predicted to be secreted			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000138029	HADHB	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000138030	KHK	Approved	Cytosol	Vesicles				Cytosol;Vesicles		Cytosol			Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000138032	PPM1B	Approved	Cytosol;Nucleoli				Cytosol		Nucleoli				Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000138035	PNPT1	Supported	Mitochondria	Cytosol			Cytosol;Mitochondria			Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000138036	DYNC2LI1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000138050	THUMPD2	Uncertain	Nucleoplasm						Nucleoplasm	Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000138061	CYP1B1	Uncertain	Mitochondria						Mitochondria				Mitochondria (GO:0005739)
ENSG00000138069	RAB1A	Supported	Cytosol;Endoplasmic reticulum				Cytosol;Endoplasmic reticulum						Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000138071	ACTR2	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000138073	PREB	Approved	Endoplasmic reticulum					Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000138074	SLC5A6	Approved	Plasma membrane					Plasma membrane		Plasma membrane			Plasma membrane (GO:0005886)
ENSG00000138079	SLC3A1	Approved	Mitochondria	Nuclear bodies				Mitochondria	Nuclear bodies				Mitochondria (GO:0005739);Nuclear bodies (GO:0016604)
ENSG00000138081	FBXO11	Supported	Nucleoli;Nucleoplasm				Nucleoli;Nucleoplasm						Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000138083	SIX3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000138092	CENPO	Supported	Nucleoplasm	Nuclear bodies			Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000138095	LRPPRC	Enhanced	Mitochondria			Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000138100	TRIM54	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000138101	DTNB	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000138107	ACTR1A	Approved	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000138109	CYP2C9	Uncertain	Vesicles	Plasma membrane					Plasma membrane;Vesicles				Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000138111	MFSD13A	Approved	Cytosol;Golgi apparatus					Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000138115	CYP2C8	Uncertain	Vesicles	Plasma membrane					Plasma membrane;Vesicles				Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000138119	MYOF	Supported	Vesicles	Plasma membrane			Plasma membrane;Vesicles						Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000138131	LOXL4	Approved	Vesicles		Predicted to be secreted			Vesicles					Vesicles (GO:0043231)
ENSG00000138134	STAMBPL1	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000138136	LBX1	Approved	Nucleoplasm	Cytosol;Nuclear bodies;Nucleoli				Cytosol;Nuclear bodies;Nucleoli;Nucleoplasm		Nuclear bodies;Nucleoplasm			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000138138	ATAD1	Approved	Nucleoli rim	Mitochondria				Mitochondria;Nucleoli rim					Mitochondria (GO:0005739);Nucleoli rim (GO:0005730)
ENSG00000138152	BTBD16	Uncertain	Nucleoli	Cytosol					Cytosol;Nucleoli	Nucleoli			Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000138160	KIF11	Supported	Cytosol	Mitotic spindle			Cytosol;Mitotic spindle			Cytosol		Mitotic spindle (biological definition)	Cytosol (GO:0005829);Mitotic spindle (GO:0072686)
ENSG00000138161	CUZD1	Approved	Nucleoli	Vesicles				Nucleoli;Vesicles		Nucleoli	Nucleoli;Vesicles		Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000138162	TACC2	Supported	Cytosol;Nucleoplasm	Plasma membrane			Cytosol;Nucleoplasm		Plasma membrane				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000138172	CALHM2	Approved	Mitochondria;Nucleoplasm	Cytosol				Cytosol;Mitochondria;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000138175	ARL3	Supported	Centrosome	Nucleoplasm			Centrosome;Nucleoplasm						Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000138180	CEP55	Approved	Centriolar satellite;Plasma membrane	Midbody			Centriolar satellite;Midbody		Plasma membrane	Midbody		Midbody (biological definition)	Centriolar satellite (GO:0034451);Midbody (GO:0030496);Plasma membrane (GO:0005886)
ENSG00000138182	KIF20B	Supported	Cytokinetic bridge;Nucleoplasm	Cytosol;Midbody			Cytokinetic bridge;Cytosol;Midbody;Nucleoplasm			Cytokinetic bridge;Midbody;Nucleoplasm		Cytokinetic bridge (biological definition);Midbody (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Midbody (GO:0030496);Nucleoplasm (GO:0005654)
ENSG00000138185	ENTPD1	Uncertain	Microtubules						Microtubules				Microtubules (GO:0015630)
ENSG00000138190	EXOC6	Supported	Vesicles	Nucleoplasm			Vesicles	Nucleoplasm					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000138193	PLCE1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000138231	DBR1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000138246	DNAJC13	Supported	Vesicles	Cytosol			Vesicles	Cytosol					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000138271	GPR87	Approved	Lipid droplets;Mitochondria	Nucleoplasm				Lipid droplets;Mitochondria;Nucleoplasm		Mitochondria			Lipid droplets (GO:0005811);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000138279	ANXA7	Uncertain	Nucleoplasm	Cytosol					Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000138286	FAM149B1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000138303	ASCC1	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000138311	ZNF365	Approved	Centrosome;Vesicles				Centrosome		Vesicles				Centrosome (GO:0005813);Vesicles (GO:0043231)
ENSG00000138326	RPS24	Enhanced	Cytosol;Endoplasmic reticulum			Cytosol;Endoplasmic reticulum				Cytosol;Endoplasmic reticulum			Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000138336	TET1	Supported	Nucleoplasm	Nuclear membrane			Nuclear membrane;Nucleoplasm						Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000138346	DNA2	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000138347	MYPN	Approved	Nucleoplasm;Vesicles	Cytosol				Cytosol;Nucleoplasm;Vesicles		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000138363	ATIC	Approved	Cytosol	Plasma membrane				Cytosol;Plasma membrane		Cytosol			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000138375	SMARCAL1	Supported	Nucleoplasm				Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000138376	BARD1	Supported	Nuclear speckles;Nucleoplasm	Cytoplasmic bodies			Nuclear speckles;Nucleoplasm		Cytoplasmic bodies	Cytoplasmic bodies;Nuclear speckles;Nucleoplasm			Cytoplasmic bodies (GO:0036464);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000138380	CARF	Approved	Vesicles	Cytosol;Nucleoli fibrillar center				Cytosol;Nucleoli fibrillar center;Vesicles		Vesicles			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Vesicles (GO:0043231)
ENSG00000138381	ASNSD1	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000138382	METTL5	Approved	Nucleoli	Cytosol				Cytosol;Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000138385	SSB	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000138386	NAB1	Approved	Nucleoplasm;Plasma membrane	Golgi apparatus				Golgi apparatus;Nucleoplasm;Plasma membrane					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000138395	CDK15	Approved	Nucleoplasm	Golgi apparatus				Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000138398	PPIG	Supported	Nuclear speckles	Cytosol			Nuclear speckles		Cytosol	Cytosol			Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000138413	IDH1	Approved	Cytosol;Nuclear bodies				Cytosol		Nuclear bodies	Nuclear bodies			Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000138430	OLA1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000138433	CIR1	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000138434	ITPRID2	Supported	Cytosol;Plasma membrane	Nucleoplasm			Cytosol	Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000138435	CHRNA1	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000138439	FAM117B	Approved	Nucleoplasm	Centrosome				Centrosome;Nucleoplasm		Nucleoplasm			Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000138442	WDR12	Approved	Cytosol;Plasma membrane	Nucleoli				Cytosol;Nucleoli;Plasma membrane					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000138443	ABI2	Supported	Nucleoplasm	Cytosol;Vesicles			Cytosol;Nucleoplasm	Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000138448	ITGAV	Approved	Cytosol;Focal adhesion sites				Focal adhesion sites		Cytosol				Cytosol (GO:0005829);Focal adhesion sites (GO:0005925)
ENSG00000138449	SLC40A1	Approved	Cytosol;Plasma membrane	Nucleoplasm			Plasma membrane		Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000138459	SLC35A5	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000138463	SLC49A4	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000138468	SENP7	Supported	Nucleoplasm	Centrosome;Cytosol;Nuclear bodies			Nucleoplasm	Centrosome;Cytosol;Nuclear bodies					Centrosome (GO:0005813);Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000138472	GUCA1C	Approved	Focal adhesion sites					Focal adhesion sites					Focal adhesion sites (GO:0005925)
